timestamp, x, y, z, mx, my, mz, mdx, mdy, mdz
0, 14, 15, -62,-189,937,514,-53,-4,129
3, 13, 26, -60,-189,937,514,-53,-4,129
6, 12, 41, -56,-189,937,514,-53,-4,129
9, 6, 54, -55,-189,937,514,-53,-4,129
12, -2, 57, -53,-189,937,514,-53,-4,129
15, -15, 31, -58,-189,937,514,-53,-4,129
18, -16, 10, -72,-189,937,514,-53,-4,129
21, -12, -1, -77,-189,937,514,-53,-4,129
24, -3, -1, -73,-189,937,514,-53,-4,129
27, 6, 8, -68,-176,939,514,-40,-2,129
