timestamp, x, y, z, mx, my, mz, mdx, mdy, mdz
0, -4, 52, -63,-166,944,514,-30,3,129
3, -17, 57, -50,-166,944,514,-30,3,129
6, -39, 53, -42,-166,944,514,-30,3,129
9, -46, 24, -63,-166,944,514,-30,3,129
12, -36, -3, -89,-166,944,514,-30,3,129
15, -23, -3, -88,-166,944,514,-30,3,129
18, -10, 5, -76,-166,944,514,-30,3,129
21, -1, 16, -67,-166,944,514,-30,3,129
24, 5, 21, -64,-166,944,514,-30,3,129
27, 8, 22, -63,-166,944,514,-30,3,129
30, 8, 22, -64,-164,936,514,-28,-5,129
