timestamp, x, y, z
0, 31, 55, -24
3, 23, 53, -34
6, 18, 54, -45
9, 21, 64, -46
12, 22, 65, -34
15, 17, 55, -14
18, 3, 63, 13
21, 1, 71, 31
24, 11, 63, 29
27, 18, 61, 20
30, 22, 63, 12
