timestamp, x, y, z
0, 38, 54, 9
3, 39, 54, 16
6, 38, 53, 24
9, 33, 53, 30
12, 22, 58, 27
15, 11, 62, 9
18, 11, 66, -18
21, 18, 67, -37
24, 25, 61, -42
27, 28, 54, -34
30, 31, 52, -25
