timestamp, x, y, z
0, 41, -2, -43
3, 35, -1, -38
6, 25, 0, -29
9, 17, 8, -19
12, 18, 18, -20
15, 16, 29, -41
18, -4, 44, -72
21, -17, 34, -82
24, -18, 13, -67
27, -23, 18, -60
30, -23, 21, -59
33, -22, 14, -61
