timestamp, x, y, z
0, 31, 51, -27
3, 24, 52, -36
6, 16, 51, -47
9, 17, 48, -58
12, 19, 54, -54
15, 12, 63, -25
18, 6, 67, 8
21, 10, 69, 24
24, 18, 65, 17
27, 24, 60, 5
30, 27, 59, -1
