timestamp, x, y, z
0, 45, 49, 9
3, 45, 49, 21
6, 43, 51, 40
9, 27, 58, 39
12, 8, 65, -1
15, 6, 65, -44
18, 16, 58, -51
21, 25, 53, -36
24, 31, 52, -23
27, 34, 53, -17
30, 35, 52, -18
