timestamp, x, y, z
0, 22, 59, -10
3, 19, 55, -15
6, 19, 49, -23
9, 20, 45, -31
12, 21, 50, -47
15, 22, 41, -62
18, 21, 18, -62
21, 19, 10, -63
24, 18, 7, -62
27, 19, 1, -61
