timestamp, x, y, z
0, 43, -6, -36
3, 39, -7, -27
6, 29, -11, -9
9, 5, -1, -15
12, -8, 19, -56
15, 0, 25, -83
18, 8, 49, -90
21, 12, 59, -93
24, 10, 39, -83
27, 8, 30, -72
30, 7, 26, -69
33, 5, 24, -65
