timestamp, x, y, z
0, 40, 52, 10
3, 40, 55, 19
6, 37, 58, 25
9, 30, 58, 21
12, 24, 55, 3
15, 20, 55, -26
18, 20, 56, -47
21, 25, 52, -46
24, 31, 50, -34
27, 35, 50, -24
