timestamp, x, y, z
0, 38, 56, 11
3, 35, 58, 17
6, 27, 59, 25
9, 19, 59, 20
12, 9, 68, -14
15, 9, 73, -52
18, 16, 66, -58
21, 24, 57, -39
24, 31, 51, -23
27, 34, 50, -16
30, 36, 51, -15
33, 37, 52, -16
